target_id,95_r1,105_r1,115_r1,125_r1,145_r1,160_r1,175_r1,190_r1,205_r1,220_r1,95_r2,105_r2,115_r2,125_r2,145_r2,160_r2,175_r2,190_r2,205_r2,220_r2,95_r3,105_r3,115_r3,125_r3,145_r3,160_r3,175_r3,190_r3,205_r3,220_r3
FBtr0086151,68.0027,76.0069,65.3901,73.4619,71.8517,43.3447,55.8554,55.6883,22.4139,55.2358,115.35,95.8607,86.7635,77.987,70.4813,59.009,53.0216,47.6359,47.4973,38.0212,86.1147,91.8739,83.1345,62.9008,55.6751,41.9552,40.0181,45.2045,35.1796,37.3924
FBtr0086152,13.6605,19.6216,16.0071,19.8162,17.9069,8.10639,12.5722,11.7725,4.64943,7.38997,10.1825,7.71539,13.6372,14.8034,6.77011,5.83141,9.34855,8.89634,9.1602,9.48306,11.1588,14.1526,8.55395,13.5743,15.0698,12.0078,12.2734,12.6149,12.4865,15.0197
FBtr0086153,16.334,17.0803,16.0787,19.1518,15.6884,7.35383,13.3958,14.5326,6.12167,13.5279,22.5089,19.5154,20.2649,19.3301,18.2247,12.6011,11.4766,10.7661,8.20504,11.3244,23.6177,16.8414,22.6619,12.6049,14.531,9.99266,9.42553,12.9103,11.3298,12.8687
FBtr0075519,27.5375,28.1901,26.4235,24.9814,27.232,19.3364,31.4024,35.6794,17.9501,42.6331,55.8541,51.6072,40.2903,28.3234,27.769,33.5919,30.5203,33.0903,33.2944,40.4811,51.5048,45.0726,39.0239,31.2721,30.8588,17.8329,22.0254,27.1706,31.3086,32.0067
FBtr0088929,0,0.0554947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149399,0,0,0,0,0,0,0,0,0.0437926,0,0,0,0.0555656
FBtr0073725,0.0768441,0.0506655,0.0506373,0.0201208,0.0513938,0.106103,0.142875,0.0338729,0.0084736,0.12743,0.0378753,0.111067,0.0677948,0,0.09986,0.0844458,0.0456283,0.0926989,0.156793,0.165431,0.010608,0.0372597,0.0136092,0.0259869,0,0.0600918,0.0706946,0.0476023,0.257901,0.211757
FBtr0346096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674708,0
FBtr0081974,0,0,0.0582471,0,0,0.0365856,0.0492195,0.0584709,0.0876666,0.0730502,0.0557586,0,0.0390331,0,0.0492034,0.173971,0,0.0305234,0.197108,0.0518647,0,0,0,0,0.105817,0.0691813,0.114014,0.014843,0.0947711,0.321863
FBtr0075663,0,0,0,0.203375,0,0,0.144716,3.37295,0,0.142545,0,0,0,0,0,0,0.463755,0.0453042,0.219574,0.84131,0,0,0,0.268044,0,0.272964,0.144897,0.302051,0.482366,0.69331
FBtr0333874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0082644,0.484366,0.555487,0.359864,0.395139,1.13787,2.57346,2.71374,3.9736,2.9999,5.78749,0.671528,0.602301,0.531739,0.778515,1.12247,1.3509,3.42455,6.29486,8.05507,8.55346,0.70772,1.13099,0.51288,0.940478,0.503083,2.41093,3.63776,3.00633,5.88462,10.3731
FBtr0330316,0.00600906,0.00396729,0.00138363,0.00101823,0.00366788,0.0133673,0.0153345,0.00620085,0.00704801,0.0124403,0,0.008421,0.0526506,0.00127401,0.00940324,0.00173022,0.00344784,0.00543506,0.0118742,0.0154225,0.00635152,0.00138535,0.12669,0.00766692,0.00160883,0.00727369,0.0878636,0.0184144,0.0077836,0.0220928
FBtr0071471,0.0688026,0.0552302,0.0183057,0.0146097,0.041294,0.159832,0.184472,0.0926059,0.0917612,0.218383,0,0.1062,0,0.0218505,0.156964,0.0179165,0.0497534,0.0770374,0.15456,0.159941,0.125671,0.0203524,0,0.0834335,0.0222965,0.0862305,0,0.213022,0.138293,0.294265
FBtr0334311,73.5132,78.189,49.5945,50.2989,64.6887,35.5742,85.1975,36.4039,28.3205,39.8282,25.875,18.7141,32.1814,51.663,20.3891,20.6441,51.6216,44.6187,45.6641,63.7135,23.6187,27.4377,20.308,61.0333,52.5019,37.7535,63.4613,64.8571,80.4886,126.306
FBtr0085062,1385.07,1649.54,1456.28,1973.2,2389.66,1703.71,2654.28,2889.35,1247.38,2850.31,2113.94,2099.19,2295.42,1802.75,2173.22,2027.38,2622.28,2646.13,2646.1,2602.36,2012.99,1992.75,1904.83,2085.65,2010.17,1555.41,2237.63,2130.11,2443.53,2643.29
FBtr0085533,11.6647,15.1959,11.6715,9.23937,9.00523,2.27045,0.878056,1.14641,1.20892,2.67355,24.0203,20.5738,18.6965,11.5819,7.61535,4.68228,0.942679,0.782974,2.50498,5.3086,28.05,22.1032,14.2079,12.0136,9.98208,3.02469,0.70807,0.933713,1.88764,2.64876
FBtr0070448,5.88595,4.30443,1.04419,0.25956,0.39742,0.246223,1.1056,1.30943,2.35952,2.79571,1.25758,2.39421,1.07715,1.07896,0,0.26174,1.48243,1.77363,3.2492,5.40915,1.99576,2.52057,0.421117,1.00343,0,0.7742,0.910571,1.50962,3.01843,7.00543
FBtr0340093,40.0411,46.8213,33.2465,29.4563,20.6478,7.95138,14.4893,26.6566,15.0158,49.7665,98.0472,66.4999,56.2803,33.8115,18.1814,11.7738,14.8657,25.0849,33.6666,56.9846,87.3861,67.8889,42.4094,36.4632,18.0927,8.80187,11.891,17.8429,28.6097,15.9005
FBtr0074096,0,0.05365,0.155892,0.276188,0.395032,0.411254,0.698142,2.14335,0.369574,1.97658,0.153641,0,0,0.0797596,0.311081,0.74317,1.59719,0.77463,1.21694,2.28849,0,0,0,0.282901,0.13501,0.94234,0.7021,0.743178,2.02238,1.43514
FBtr0074095,0.0584348,0.128827,0,7.45E-05,0.124242,0.672681,1.83655,0.976811,0.969713,3.00431,0,0.393181,0.0973426,0.126018,0.144218,0.500175,1.03047,2.10451,2.71859,2.27175,0.182749,0.155758,0.072384,0.132127,0.386089,0.534788,1.47029,1.89197,1.99628,2.22492
FBtr0114521,46.728,52.8205,37.0312,39.413,20.6932,3.93601,2.87687,3.15016,1.76549,4.81069,52.8213,58.2453,58.368,28.2231,9.84857,8.98246,2.31592,2.31218,2.89297,8.36999,59.0024,60.7973,39.5299,36.3504,19.6615,3.18337,2.18852,2.47732,4.61369,3.04403
FBtr0071800,43.3087,55.9924,46.0311,62.0609,66.6845,40.4398,39.9825,38.9199,7.6371,14.8498,78.6676,73.8235,80.9003,61.1327,61.0771,67.1475,42.7791,22.3894,17.0517,13.5193,75.9968,72.6306,78.1002,69.255,68.2507,36.3086,30.3335,22.066,16.5752,11.7205
FBtr0080358,49.9147,52.8226,37.9736,52.2822,55.6483,44.4436,49.2319,49.3444,25.5982,49.8531,50.3581,46.9495,59.2018,48.9874,48.6415,45.8353,50.4009,43.4074,42.8597,45.5718,46.3093,46.9359,47.2854,52.7887,54.6219,34.3735,42.1489,41.1486,42.0533,48.3853
FBtr0083950,5.23488,6.23135,3.80457,10.5528,15.654,17.6144,20.1507,26.9703,9.76743,18.1913,7.33717,6.08994,6.41114,9.33532,14.4826,19.9798,22.8536,18.5891,21.988,19.7255,5.40402,7.16273,7.08377,13.2808,15.6309,12.2674,19.0255,14.295,15.4875,22.4213
FBtr0071397,0.210998,0.351471,0.0146234,0.03484,0.0333942,0,0,0,0,0,0.327687,0.0426554,0.0195845,0,0,0.0292204,0.00790413,0.00765298,0.0247115,0.0651344,0.0306377,0.355137,0.0117871,0,0,0,0,0,0.0135522,0
FBtr0088505,32.6912,34.3494,24.5991,22.6698,21.9393,6.67067,5.30401,6.91419,2.78813,5.88082,54.4969,46.8746,38.7348,23.7273,11.3946,12.5187,6.27024,6.7165,5.55248,8.10615,57.1294,48.1877,34.7076,26.7153,16.6421,6.50135,4.72507,5.14379,4.80039,5.29322
FBtr0073914,0,0.0088495,0,0,0,0.221304,0.119058,0.0176908,0,0.27147,0,0,0.0944952,0,0,0,0.128987,0.129346,0.119321,0.258836,0.0295446,0,0,0,0.0426139,0,0.213312,0.0448224,0.0789936,0.123963
FBtr0344142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0077578,0,0,0,0,0,0.85897,0.383627,2.64339,0.457582,1.88767,0,0,0.0512141,0,0,1.78862,1.16936,0.482854,2.43543,0.406804,0,0,0.091826,0,0.407674,0.453731,0.706735,0.626011,0.214036,1.61224
FBtr0344465,0,0,0,8.27E-10,0,0,0,6.09E-11,0.126279,0,0,0,0.0160819,0,5.44E-08,0,0,0,0,0,0,0,0,0.0926504,1.72E-05,0,0,0,0,0
FBtr0344112,0.206853,0.381977,0.22678,1.04E-05,0.359859,0.276165,3.90E-05,0.228709,6.26E-10,0,0.231613,0.184026,0.204028,0.166649,0.350943,2.02E-05,0.122514,0.214556,0.298963,4.91E-05,0.116202,1.26E-05,0.122195,1.85E-09,9.20E-06,2.39E-05,0.298793,0.210514,0.303504,0.376331
FBtr0301618,0.000768273,0,0,1.14E-05,0,3.10E-05,0.0362512,1.31E-06,2.02E-05,0.371736,0.00359472,0,4.55E-06,0,1.59E-08,0.226416,0.15017,0.000695666,0.00297105,0,0,0.0497143,0.177009,0,0,8.36E-11,2.02E-05,0,0,0
FBtr0301619,6.89E-05,0,0,0.190064,0,0.0421934,0.372125,0.0746409,7.94E-06,1.36E-10,5.22E-09,1.76E-05,0.0874523,5.26E-05,1.91E-07,0.113419,0.0623527,1.50E-07,7.77E-09,0.269375,2.34E-09,0.247848,0.000305794,1.18E-05,0.152143,0.212704,0.00408046,0,6.19E-07,0
FBtr0080094,0,0,0,0,0,0,0.039745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089322,4.14432,5.16613,3.95773,7.09021,5.23687,2.57384,0.711859,0.593205,0.0564349,0.493377,7.00617,6.71978,6.39029,5.66721,5.39874,5.28085,0.515858,0.147034,0.31006,0.473701,7.40887,5.77711,7.23957,7.14788,8.95672,2.16292,0.412254,0.258433,0.415924,0.370586
FBtr0089321,38.8003,46.6591,35.7807,55.6407,32.8956,12.215,26.2,43.8493,9.87901,15.3515,75.1034,76.9899,70.7307,25.8965,21.8245,36.3621,38.8597,10.6923,19.5989,13.1654,76.1705,80.6335,54.7464,52.044,45.5018,9.86694,19.5444,15.7168,12.757,10.3482
FBtr0345350,3.77171,4.82979,2.77537,4.41531,4.07956,2.88858,2.59409,4.41648,0.672799,0.884259,2.88919,4.3536,4.39721,5.87685,2.91247,2.78274,3.62316,1.75063,2.50352,0.255878,3.32759,4.32991,2.31579,4.70869,2.33591,2.11926,4.32637,2.36136,0.796744,0.9601
FBtr0078064,0.0946375,0,0,0.0291119,0.188632,0.265881,0.510555,0.22287,0.11561,0.525615,0,0.181137,0.0105979,0,0.140273,0.296754,0.470997,0.272066,0.209345,0.384825,0.00869674,0,0.0334454,0,0.196366,0.20867,0.337333,0.264402,0.264349,0.192593
FBtr0084628,19.1259,16.6771,12.6606,10.4973,9.36566,2.76197,1.90639,2.65818,0.867285,3.53953,33.4267,27.4033,18.8718,8.71623,6.15828,4.76209,1.74604,1.7505,2.33394,4.04899,35.3751,25.5905,18.4835,11.8767,6.98038,3.07754,1.49066,2.46788,2.35138,3.90456
FBtr0301937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0345686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335147,0.407826,0,0,0.214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413676,0,0,0,0,0,0
FBtr0081459,22.6717,20.7072,11.014,7.25436,3.85514,1.79186,3.30786,5.24262,4.28307,11.1677,36.6892,28.7419,19.0097,8.73297,2.74618,2.80148,3.76183,6.60705,8.72141,14.8385,38.0707,29.0995,10.73,10.07,2.41436,2.32014,2.96777,4.22484,8.21633,9.35432
FBtr0332481,4.4273,7.92616,10.3098,11.4572,15.138,7.36989,9.20004,21.9246,1.68529,6.17581,14.3698,19.7319,18.1937,13.4245,15.1209,9.84822,11.4152,8.95446,8.84418,4.43422,21.9047,23.8814,20.0496,13.2069,16.4633,10.1625,8.76474,5.91322,3.15984,2.80203
FBtr0074741,10.9467,15.6412,8.98124,9.69255,13.3533,8.85104,9.43164,6.74442,3.37585,4.80872,10.5931,5.16391,10.0043,16.0021,8.43586,6.37201,8.72057,6.36839,6.42649,6.74047,10.077,10.2006,6.52401,13.3245,9.29416,9.0137,10.6405,8.4505,8.50219,9.43161
FBtr0070913,0.415545,0.376766,0.341616,0.542107,0.953481,0.915733,1.46336,2.10301,1.39422,3.1069,0.334759,0.860669,0.681471,0.721547,1.61628,1.36253,1.75972,3.18467,3.00401,2.21084,0.448585,0.578343,0.880807,0.843434,0.663083,0.612965,1.28584,1.43034,3.23261,1.46393
FBtr0299803,0.00814808,0,0,0,0,0,0,0,0,0.0143974,0,0,0,0,0,0,0.0370805,0.0268747,0.0578512,0,0,0,0,0.0263564,0,0,0,0.0352407,0.015854,0
FBtr0086263,0,0.0576764,0.114465,0.0904742,0.174282,0.359091,1.06161,1.20722,0.745967,2.49604,0,0.0820165,0.0256059,0.133052,0.19327,0.396158,1.09929,1.11891,2.11728,2.13814,0,0,0,0.0360724,0.206413,0.408257,0.865789,0.884334,2.20841,2.8211
FBtr0301267,4.28042,1.11807,1.06173,2.52605,4.37679,1.74325,2.94389,0.15353,0.710867,0.73247,0.312574,1.66624,2.09841,2.51084,2.41836,1.06388,1.73633,1.97388,1.94121,0.479324,1.14901,0.748536,0.796916,3.70687,2.28157,1.41316,3.94216,1.32765,2.63265,3.67911
FBtr0072693,0,0.0287856,0,0.0456019,0.116617,0.12033,0.518254,0.249855,0.230651,0.272623,0,0,0.0342039,0.0674814,0.0323616,0.191118,0.341515,0.160418,0.291363,0.426425,0,0.0211419,0.169758,0.206734,0.139522,0.121257,0.385284,0.185983,0.0887881,0.346145
FBtr0072822,0.0623836,0.00587605,0.0469599,0.139896,0.107238,0.309914,0.715299,0.742184,0.259295,0.541355,0.0300848,0.051429,0.0821527,0.0967287,0.0595288,0.340389,0.72983,0.6818,0.961943,0.592697,0.0491907,0.0518348,0.0283925,0.162758,0.1714,0.380858,0.426244,0.607411,0.674313,0.860282
FBtr0076916,0.0952456,0,0,0,0,0.155273,0.207924,0,0,0,0,0,0,0,0.20936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249751
FBtr0076915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0079599,37.2891,47.1303,41.4805,58.9096,66.2845,55.3626,81.9308,103.104,42.8893,104.24,68.52,66.5873,70.2534,43.0747,63.4117,75.05,94.0718,87.3386,93.776,98.3331,64.1189,65.3265,65.0418,66.5733,64.0018,48.7033,68.4334,74.6482,81.5818,69.1538
FBtr0273296,0.0848334,0.0372973,0.0371223,0.411711,0.282577,0.326337,0.250784,0.149085,0.0744775,0.0929955,0.23649,0,0.282052,0.303706,0.564341,0.221324,0.140326,0.0389351,0.0628549,0.363511,0.0778058,0.0820022,0.119563,0.114828,0.179464,0.235229,0.020773,0.0377508,0.138009,0.149247
FBtr0075965,30.3149,41.9115,36.4932,45.8948,55.0273,38.3856,56.1787,64.1694,19.3898,40.5794,60.989,54.7375,65.1123,54.48,54.2635,48.8512,59.2364,52.9822,45.7979,33.3635,61.4325,57.6326,58.4335,50.5245,50.2067,38.4481,48.4241,53.1609,54.4899,35.3468
FBtr0072188,1025.34,1244.85,1119.32,1627.36,1784.97,1349.01,1984.04,2327.17,990.477,2051.73,1332.7,1523.76,1833.59,1090.15,1462.38,1686.49,2178,1685.58,2233.9,2028.18,1650.4,1827.34,1703.97,1768.65,2226.74,1095.22,1707.39,1694.95,1819.8,2106.03
FBtr0112396,0,0.152704,0.151157,0.23844,0.172564,0.0947511,1.27239,0.151885,0,0.125408,0,0,0.169192,0.174842,0.255143,0.297629,0.366734,0.278411,0.385252,0.268733,0,0,0.0607416,0.117545,0.904366,0.419567,0.127208,0.228068,0.352813,0.304349
FBtr0345587,15.0483,16.0837,10.1736,10.7458,16.6309,6.29237,11.8668,12.0468,4.35492,7.56486,3.42806,1.71319,7.88618,13.1958,3.66567,5.51834,10.0123,5.22994,12.6664,13.2324,5.65922,7.54569,4.0357,12.5651,9.56629,13.5863,14.1483,13.7171,15.1404,12.2458
FBtr0072901,8.36274,7.04701,5.20558,3.81965,3.93507,1.50004,5.59115,7.08779,5.80247,12.6855,8.57918,8.52972,5.34931,2.60635,2.8248,2.60421,6.41157,8.98587,11.5058,18.0137,10.627,8.39275,4.34898,4.63869,1.91715,1.40512,4.28092,8.12045,9.05536,11.2307
FBtr0300773,3.10654,6.79699,10.339,14.7779,15.6009,17.2081,12.7647,22.8152,5.58911,17.8198,31.9305,25.2356,27.0639,14.0728,24.3544,21.0764,19.5173,12.4847,12.2588,3.93953,27.2186,22.3897,25.3374,13.5347,19.7073,3.19042,7.99477,6.23023,0.673443,0.000560334
FBtr0075709,0,0.0371514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206919,0,0,0
FBtr0330045,5.67462,5.74168,4.2896,6.01778,7.20337,5.9832,7.66344,7.74612,2.63705,5.39378,2.98911,4.57802,4.59246,6.07877,4.3075,5.31759,8.04258,9.3481,10.7497,13.1372,6.2949,7.45896,5.95533,7.07511,5.45712,5.26353,7.19665,7.48375,9.61935,9.07622
FBtr0082987,4.67255,6.42594,6.64401,10.6669,13.5862,8.98084,12.4738,14.8168,9.06429,17.3315,12.3634,15.2713,12.1941,18.9159,13.0176,14.4515,13.6152,12.4518,16.4664,13.4894,14.6286,13.003,13.6196,9.83125,10.5591,8.72468,9.61757,10.7592,10.8143,11.0183
FBtr0077973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0335382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0086145,3.55779,4.09101,1.36957,1.0487,0.529196,1.41801,7.62699,6.88728,4.46125,9.82705,8.10727,3.73732,2.71857,1.81704,0.115547,1.0993,4.87521,6.9251,10.2433,8.90189,7.63649,4.76422,1.2297,1.24521,0.249238,1.82202,4.56936,6.31566,9.58147,10.6104
FBtr0302190,2.13361,1.01571,1.4102,0.666177,0.386064,0.365336,0.992544,5.5344,3.12801,6.19846,2.18437,2.90257,1.00152,1.7118,0.234466,0.280211,2.80703,4.68993,7.22809,7.18553,3.75842,2.03293,0.788397,1.3202,0.25471,0.110323,1.81933,3.05803,4.354,5.41215
FBtr0310074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0080585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0070204,0,0,0,0,0,0.0541509,0,0.173232,0.216282,0.143907,0,0,0.019282,0.100647,0,0.128382,0.0465692,0.181041,0.584512,0.460588,0,0.0476373,0.0347138,0,0,0.204997,0.072418,0.0218913,0.120348,0.390181
FBtr0078594,0,0,0,0,0.0223516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261458,0,0,0,0,0,0.0232506,0.0328443,0,0.0272639,0.118007
FBtr0310414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0300506,0,0,0,0,0,0,0,0.0580644,0,0,0,0,0.0775986,0,0,0,0,0.0303747,0,0,0,0,0,0,0.0694912,0,0,0,0,0.0581587
FBtr0087233,25.6831,30.6585,27.5652,36.612,46.0411,33.4861,49.0939,60.7995,29.8501,62.3834,45.9615,51.2388,45.3839,29.4951,37.8878,50.9977,60.2409,50.8509,52.3616,60.4195,45.8922,45.1989,49.94,41.8076,47.2908,32.2886,44.6584,47.4097,50.8494,54.7879
FBtr0075433,0,0.0696362,0,0.108917,0,0,0,0,0,0.114608,0,0,0,0.23985,0.116477,0.0680404,0.0372129,0.108862,0,0.184038,0,0,0,0,0,0,0.19346,0.243363,0.128778,0.277812
FBtr0087955,0,0,0,0,0,0,0,0.0545287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0072320,17.3499,18.5969,13.7548,11.0392,9.62995,4.71013,3.17497,4.423,1.12264,3.33066,30.0019,27.5017,21.8703,12.4068,8.51996,6.60112,2.83324,2.87381,3.1898,4.57678,33.8191,25.2739,18.4367,14.4332,7.95068,4.83243,1.89038,3.2561,2.04848,0.854594
FBtr0343487,0.226867,0.349663,0.0951368,0.239507,0.147957,0.237684,0.833953,1.11827,0.592905,1.91796,0.175377,1.16763,0.835053,0.358635,0,0.244504,1.26336,0.743235,1.49507,1.91855,0.436665,0.577856,0.672314,0,0.253644,0.143545,1.02195,0.656583,1.26977,1.93331
FBtr0085121,0,0.031592,0,0.0997815,0,0.86964,2.02061,2.81169,0.947213,2.70908,0.0401458,0.0455755,0.0140608,0.0736754,0.318982,1.12727,2.14173,2.32574,3.08892,2.80192,0.105522,0.0695058,0,0,0.304722,0.822372,2.11232,2.05154,2.39663,3.32021
FBtr0331862,12.589,12.3191,7.74901,6.80514,4.65087,0.604862,2.43252,2.16856,2.95953,4.41195,6.40988,5.80625,6.39471,6.2366,1.0072,0.934593,1.9828,2.88703,4.72937,7.48089,7.45486,7.31215,3.90878,7.48214,2.76461,1.12541,1.97959,2.71395,6.372,7.01662
FBtr0306354,2.61276,2.08565,1.80792,1.81286,1.56022,2.37276,6.4262,5.43921,4.66247,10.0346,2.65412,3.29387,2.06572,2.04763,1.86184,3.36218,5.26106,6.76804,6.8844,11.8188,3.37566,2.21012,2.19655,1.91698,1.53265,1.96527,4.2032,4.91314,7.02951,8.45145
FBtr0074962,14.7983,14.9776,6.4916,8.35396,11.1208,8.44239,9.879,12.2026,5.04481,6.63658,9.84721,4.53063,9.35547,11.4346,7.37301,9.50705,9.66139,9.99718,8.4909,6.26068,7.94003,6.8906,8.76133,10.6191,10.2605,7.81008,9.7828,9.93108,6.6848,5.33888
FBtr0290116,15.4313,15.3426,18.7711,17.5692,14.9318,6.14251,8.32378,12.026,7.3319,27.9362,56.9449,43.4349,36.1276,18.8763,13.5839,9.6588,9.66287,14.9778,15.7278,22.3638,45.6143,32.8336,28.6566,18.4624,10.8951,3.7463,7.64646,9.90074,11.8446,9.77002
FBtr0074060,23.5649,26.6876,24.8936,34.8239,41.5015,34.2846,52.5693,52.4323,28.4161,69.3458,40.3415,35.9833,41.3516,30.813,39.2327,41.7437,46.2428,51.394,54.0755,54.3261,40.45,39.1409,36.8075,34.198,34.1334,25.2775,38.1113,39.2939,48.0492,41.2014
FBtr0308614,0.374673,0.404038,0,0,0.5639,0.634034,3.42253,3.85007,2.87642,5.65954,0,1.06238,0.174226,0.167597,0.450052,1.12583,3.47867,4.20845,5.38947,5.25686,0.0560715,0,0,0.908852,1.52548,2.53768,3.11808,2.1977,5.56369,2.37727
FBtr0346028,4.82E-06,0,0,0,0,0,0,0,0,0.0736545,0,0,0,0,1.25E-06,0.0145814,0.0636725,0,0,0.0918391,0,0,0,0,0,0,0,0,5.01E-07,0
FBtr0083377,0.480063,0.379925,0.293904,0.0997195,0,0.0527182,0,0.0421593,0.0421116,0.0700663,0.9886,0,0.244009,0.159092,0.0709119,0.0833431,0.0453372,0.0440562,0,0.0373666,0.387234,0.278243,0.202775,0,0,0,0.0704936,0.0426366,0,0
FBtr0337065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265828,0,0,0,0,0,0,0,0,0,0.0743359,0,0,0,0,0,0.193009
FBtr0346338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBtr0089092,5.86926,7.92798,5.15117,5.11195,7.19658,6.36285,15.0238,8.44833,5.63224,4.56331,3.95323,2.3311,7.38676,4.94735,4.48286,3.87724,10.2018,9.42316,11.5219,5.58929,6.41393,5.0235,6.09976,10.8347,9.66892,7.55618,11.8809,9.89044,12.3574,6.81196
FBtr0089094,25.3851,30.6359,18.2536,19.5887,28.9416,22.6049,26.1779,20.1003,10.358,9.94907,10.8581,9.88866,19.5301,28.0109,15.9105,14.6797,25.295,17.6469,13.6162,7.74389,15.2708,15.6599,11.6824,21.3526,18.5052,17.9195,24.5756,18.1475,19.4862,13.0373
FBtr0089095,0.170794,0.334267,0.0776974,0.275111,0.298167,0.806689,1.66581,1.44914,1.98064,4.38372,0.169686,0.726334,0.390419,0.189096,0.206215,0.895097,2.25075,3.23555,4.39832,3.44554,0.253688,0.256956,0.0931199,0.412048,0.545827,1.02791,1.77871,4.0468,4.8086,12.1924
FBtr0079333,0,0.021787,0,0,0.0165434,0,0.147008,0.0218132,0,0.0363845,0,0,0,0,0,0.021676,0.0704615,0.0455246,0.0918716,0.0774245,0.00910779,0,0,0,0,0.0172033,0.0728887,0.0777032,0.100797,0.109135
FBtr0331575,0,0.0154199,0,0,0,0,0,0.0308428,0,0,0.0392008,0,0,0,0,0.183458,0,0,0.0259958,0.0273558,0,0.0678573,0,0,0,0,0,0.0626047,0,0.0926112
FBtr0089569,0,0,0,0,0,0,0,0,0.0293119,0,0,0.211737,0,0,0,0,0.0789028,0,0,0,0,0,0,0,0.247659,0,0.114365,0,0.0542474,0
FBtr0089571,0,1.20E-09,0,0,0,0,0,1.58E-09,0,0,2.94E-09,0,0,0,0,9.52E-08,0,0,3.09E-09,1.36E-08,0,3.85E-09,0,0,0,0,0,1.65E-08,0,9.61E-09
FBtr0089570,0,0,0,0,0,0,0,0,7.74E-09,0,0,7.12E-08,0,0,0,0,1.14E-08,0,0,0,0,0,0,0,0,0,0,0,2.23E-09,0
FBtr0085109,0,0.00584232,0.0233454,0.00927301,0.0177706,0.0146733,0,0.0468527,0.0117186,0.0685057,0,0.0340905,0,0,0,0.046682,0.01893,0,0.0788804,0.0311978,0.00489088,0,0,0,0,0.018472,0.10432,0.0657759,0.054068,0.152323
FBtr0075067,37.596,44.6552,41.411,55.3641,53.0719,31.6447,36.4844,37.795,17.8607,42.7368,65.6459,66.982,67.7048,39.5066,50.1925,46.3006,36.612,39.29,39.3168,51.6875,71.9009,70.7602,73.761,65.221,51.7726,28.463,31.7988,33.5258,39.373,38.639
FBtr0332043,0.864573,1.65832,1.54079,1.20561,2.53361,2.51628,1.72337,4.04758,0.47734,2.26665,1.03909,2.85994,2.14175,3.03443,2.61492,1.99938,3.13582,3.39288,0.948476,3.91514,2.93282,3.50565,3.79045,0.726435,2.88191,1.62114,2.98109,3.14283,5.65262,2.66442
FBtr0075928,0.413241,1.00142,1.03734,1.41269,0.591823,0.000170045,0,3.81E-08,0.008626,0,0.476261,0.952498,1.42296,0.0405409,1.93648,0.625063,1.09E-08,0,1.55E-07,1.65856,2.3073,1.88E-07,0,3.13935,7.13E-05,2.35018,1.02E-06,2.36E-10,0.00092413,0.000186322
FBtr0075929,10.5667,13.2047,13.4229,13.5547,18.9939,13.7915,5.64654,7.77031,0.800775,3.02677,15.2261,14.0527,20.6764,33.1125,17.3128,13.1602,8.65772,2.87306,2.92134,5.71629,23.3184,24.4006,14.2364,23.2654,10.2155,16.2582,5.15013,2.78601,3.00315,4.03688
FBtr0075927,0,0,0,0,0,5.44E-10,1.24874,0.000182838,1.54918,1.49718,0,0,0,0,0,0,0.0774957,1.13763,7.35251,2.00843,0,0,0,0,0,0,0.713689,0.488023,1.64815,2.48132
